Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
_5BoZ_C5zEl5M_MxT1W39w,Cascabel Taqueria,"Mexican,Bars",$11-30,$11-30,"
                                A
                            ",36,50,73,110,91,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
r6K5RBfhlNbr-g7g3u13KA,L’angolo,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,,Casual,Quiet,
2Wgc35DK_4oom5-Grsx0pw,Vacca Grill & Lounge,"Lounges,American (New)",$11-30,$11-30,"
                                A
                            ",52,7,5,13,15,Yes,Full Bar,,Yes,,,No,Garage,,Yes,Yes,,No,,,Dressy,Loud,
9PmK63frTS-ZrvPCfpe1jg,Prime One 16,"Steakhouses,American (New),Sports Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,No,Free,,"Casual, Trendy",Casual,Average,DJ
Vc7mD9Kgghvj0v9_1ffvgQ,Beyoglu Grill,Mediterranean,$11-30,$11-30,,11,8,10,28,55,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Quiet,
XObe5xXdVXXJP3m0NEumqA,354 Steakhouse,"Steakhouses,Cuban",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
6MoQhCrCEpCTg4uF7PeqHg,Pee Dee Steak House,"Seafood,Steakhouses",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
nIYDlplPts4l2G-bMlQbNg,Rustica Lounge Bar & Restaurant,"American (Traditional),Italian,Lounges",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Street, Private Lot",,Yes,Yes,Yes,Free,,"Intimate, Romantic, Classy, Upscale",Casual,,
6S62Z7e0UP82shutXERUzA,Cafe Du Soleil,"French,Bars,Caterers",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,Yes,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
CfWe636m2CAUg4FAdl_zVQ,Ricardo Steak House,"Steakhouses,American (New),Seafood",$31-60,$31-60,"
                                A
                            ",43,39,103,270,376,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Loud,
8b7Nr6624zlBJTf8zYyrLw,Mama Sushi,"Sushi Bars,Japanese,Cocktail Bars",$11-30,$11-30,"
                                C
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Trendy,Casual,Loud,
zm7BScbpr6Tv9zcnnOYjcQ,Hakki Baba,"Turkish,Middle Eastern,Mediterranean",$11-30,$11-30,,1,2,1,11,38,Yes,No,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Intimate",Casual,Quiet,
kZXeX78DXMAVKqBUpNiV-g,Prime & Beyond,"Steakhouses,Korean",$31-60,$31-60,,16,15,27,64,121,Yes,No,,No,,No,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
D_xGTuIZqh1g6ie9QybcYw,Bawarchi Indian Cuisine,"Indian,Soup,Seafood",$11-30,$11-30,"
                                A
                            ",16,5,7,22,42,Yes,No,,Yes,,,No,,,Yes,No,,No,,,Casual,Average,
BdR0C95rL1Ymy_IBb-tFpg,Enzo’s Market,"Italian,Delis,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,No,Private Lot,,Yes,No,,No,,,,Average,
HwDu45zV90Wmprn6sPttCQ,Mexican Festival,"Mexican,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",43,43,16,32,75,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
fyVLkWQ5CP5q1yP8nnsj5g,Salsa Con Fuego,"Bars,Latin American,Venues & Event Spaces",$11-30,$11-30,"
                                A
                            ",110,62,71,106,114,Yes,Full Bar,,Yes,,,No,"Valet, Garage, Street, Private Lot",,Yes,Yes,,No,,Trendy,Casual,Loud,"DJ, Live"
B87c3bE_u53yNYO1cmHSIw,Flor de Mayo,"Chinese,Peruvian,Cocktail Bars",$11-30,$11-30,"
                                B
                            ",47,25,57,199,169,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
Kg65WjysTm_t9V-o5CePzA,La Marina,"American (New),Venues & Event Spaces,Lounges",$31-60,$31-60,"
                                A
                            ",266,147,150,173,114,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Street",,No,Yes,,No,,Trendy,Casual,Average,DJ
NHSVhRS_AwMe5DfLeeIydQ,Liberato Restaurant,American (New),$11-30,$11-30,"
                                A
                            ",15,2,1,1,4,Yes,,,,,,No,,,Yes,No,,,,,Casual,Average,
2IrwjU67gguqLqQqZ1nFPg,Guadalupe Restaurant,"Mexican,Steakhouses,Seafood",$11-30,$11-30,"
                                A
                            ",50,39,69,159,230,Yes,Full Bar,,Yes,,No,No,"Valet, Street",,Yes,Yes,No,Free,,"Casual, Trendy",Casual,Average,
q90TPhXy8D6C4aZaitoeUQ,Inwood Local,Bars,Moderate,Moderate,,0,0,0,0,0,Yes,Beer & Wine Only,,,,,Yes,Street,,,No,,Free,,Casual,,Average,
ufntl2yxDlAzPJ6G73eAcQ,Regional Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
Di9XbGyUWTqNYuF3-twRlA,Cafe De Broadway,"American (New),Breakfast & Brunch,Cafes",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,,No,,Casual,Casual,Average,
PT_yFcJdOmNQcPzLMqG3pA,It’s Greek To Me,"Greek,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
7cOibAFiGbSsSWo27SLIgw,Tutto A Modo Mio,"Italian,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,No,"Street, Private Lot",,Yes,Yes,Yes,No,,Casual,Casual,Average,
C6780ajPevMEhiQlu9zYnw,Cafe Archetypus,"Desserts,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,No,,No,,,Yes,Street,,Yes,No,,Free,,"Intimate, Romantic",Casual,Average,
EeS6StfQkJMSzi2RDHvRug,Delfini Restaurant,American (New),Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,,,,No,Street,,Yes,No,,,,,Casual,,
sAhSxnsrDuCXJOpoJcJ1fw,Acqua,Italian,$11-30,$11-30,"
                                A
                            ",22,22,28,38,32,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
ksksxd8J2SIs97ccPFV75A,Brown Sugar Restaurant,"Cuban,Seafood,Steakhouses",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy, Classy",Casual,Average,
SNtbNK_YRe4mLzFkJggdlg,Pier 115 Bar and Grill,"Sports Bars,American (Traditional),Pizza",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Private Lot",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
O_mkI6--eDcCYNI7HEAlWw,Daisy’s Grill,"Mediterranean,Sandwiches,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,No,Yes,"Valet, Private Lot",,Yes,Yes,Yes,Free,,,,Average,
sflgA80BOEWVPx7OWA1KNQ,Patsys Bistro,"Italian,Bars,Venues & Event Spaces",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Private Lot",,Yes,Yes,Yes,No,,Intimate,Casual,Average,
XoTaRa6uAkO2OBV0-rYv3w,Numero 28 Pizzeria - Upper West Side,"Pizza,Italian",$11-30,$11-30,,24,19,17,38,80,No,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
rUBFgZU3QTk7IOgpccE8Og,Indian Road Cafe,"Coffee & Tea,American (New),Bars",$11-30,$11-30,"
                                A
                            ",28,49,71,200,196,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,Live
ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,"Italian,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Intimate,Casual,Average,
3uyBZNbDk2vRFBBWZOdIUA,Dominick’s Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,No,Full Bar,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
9lDqOfKeEB15AWfsWIq8mA,Mario’s Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",16,30,25,40,68,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",21,41,72,202,308,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,,Casual,Average,
mTWlEiCUEBlxBAkIikkB1A,Carmine’s Italian Restaurant - Upper West Side,"Italian,Desserts,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Loud,
MetkzGgQ0ZbO_qmvSMzOdA,New Totowa,"Korean,Seafood,Steakhouses",$11-30,$11-30,,20,10,11,43,34,Yes,No,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
nTd7Lwa7eTxCmzlbZwXt1w,SGD Dubu So Gong Dong Tofu & BBQ,"Korean,Barbeque,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,No,,No,,No,No,"Valet, Street",,Yes,Yes,Yes,No,,Casual,Casual,Average,
TSj3yJCHBMEQ0caKtMX9ng,Gerbasi Ristorante,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
dWc0ijADaD6ZdclJ5LqQdg,Paola’s Restaurant,Italian,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Classy,Dressy,Average,
b6jOwyX4iaagw8YjXqq1sA,Antonio’s Trattoria,"Italian,Pizza,Desserts",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
WNOUPEZ6J8SZVSaK6Q3e-A,Porto By Antonio - Wood Burning Pizza & Pasta,"Italian,Pizza",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
Bn1mZhb501Tvf7_-Pfi9_g,Korali Estiatorio,"Greek,Seafood",$31-60,$31-60,"
                                A
                            ",14,6,21,53,68,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,Yes,Yes,Free,,,Casual,Average,
5_T3VhYra6CM-Yz8J0EdtA,Halaloo Food,"Middle Eastern,Falafel",Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,,,Yes,No,,No,,Casual,Casual,Quiet,
5y9AGSbYycOtfBmb3ksQWw,Ann & Tony’s Restaurant,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,
lP4ynyBoeFPywLg78XkMmw,Cibo E Vino,"Italian,Mediterranean,Desserts",$11-30,$11-30,"
                                B
                            ",24,27,28,53,132,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
dLsI2UQTo3nUUam9BfNRww,Fontana Di Trevi Restaurant,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,No,,,,,No,Street,,No,Yes,,No,,"Intimate, Romantic",Casual,Average,
1uOB_tWZwvI0_HakXfu5Jg,Nick’s Pizza,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
-a5EfIQzUrb1pnMQpsvslw,Sabor Latin Bistro,"Latin American,Music Venues,Lounges",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Valet,,Yes,Yes,,Free,,Romantic,Casual,Average,
kngH_TXrwqZpSx259f68Tg,Applebee’s Grill + Bar,"American (Traditional),Sports Bars,Burgers",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
HUY6yj38FXqAQvWUdgL0xA,Pizzeria Sirenetta,"Pizza,Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",15,8,23,68,119,Yes,Full Bar,,No,,No,No,Street,,Yes,Yes,Yes,No,,,Casual,Average,
vQcK7BH6maW9dAZWJOuW3Q,The Mermaid Inn,"Seafood,Breakfast & Brunch,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Casual,,Average,
EsF2snil1ysNFXmxz2zTWA,Giovanni’s Bicycle Club,"Italian,Wine Bars,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,,Free,,,Casual,Quiet,Background
z75dLDLdA3ihuhRgwE_bIw,Grissini Restaurant,"Italian,Bars",$31-60,$31-60,,28,18,13,27,32,Yes,Full Bar,,Yes,,,No,Valet,,Yes,Yes,,No,,,Dressy,Average,
Trw7ZZlMjlSLqa0owjhxhA,1742 Wine Bar,"Italian,Wine Bars,Pizza",$11-30,$11-30,"
                                A
                            ",131,76,91,167,240,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,"Casual, Intimate, Romantic",Casual,Average,
Su-MRJLlxUtjU_-V5viYYA,French Roast Uptown,"French,Breakfast & Brunch,Bars",$11-30,$11-30,"
                                A
                            ",75,70,128,157,66,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,"Italian,Wine Bars,Venues & Event Spaces",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,"Intimate, Romantic",Casual,Average,
QgEre4IFSHxbUvHMe8S12g,Pinocchio Restaurant,Italian,$31-60,$31-60,"
                                B
                            ",11,11,10,54,105,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,"Intimate, Romantic",Casual,Quiet,
Tt9Mkrgd5Zj_ZJEeU0L7Gg,Bocado Cafe,"American (New),Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
XsElXaLxUPKquI78poB8yw,Maison Pickle,"Cocktail Bars,Comfort Food,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Trendy,,Loud,
kmcgUxWhwlbmC-FAMTEF2g,Cafe D’Alsace,"French,Breakfast & Brunch,Desserts",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
1p4dUaLyzIhN5n1lJnHSgA,Bustan,Mediterranean,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,Yes,No,,Casual,Casual,Average,
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,"Chinese,Peruvian,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
lA6IvTF7J8fNC5puhyS3PA,Bellini Italian Restaurant,"Italian,Pizza,Wine Bars",$11-30,$11-30,"
                                A
                            ",40,21,25,46,109,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
aqQw-FS1EWS5Fx3URh8iqQ,Spring Natural Kitchen,American (New),$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
dsxgbkIKyu7x7JgpAKeZPA,Tarallucci E Vino - Upper West Side,"Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",11,9,23,31,26,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Classy,Casual,Average,
XDL8GWy3uCB8bdpMiRLRJw,Agnanti,"Greek,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
_3QRn51W3IoqBzc9fYet4Q,Grazie,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,"Intimate, Romantic",Casual,Average,
z4ac0Zdj7wyXqBQRRbQKOQ,Canton Palace II,"Dim Sum,Cantonese,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
JliAIBARXi9uISzNG26DVw,Elio’s,Italian,$31-60,$31-60,"
                                B
                            ",17,17,27,64,69,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Classy,Dressy,Loud,
Bicb4oF4M8SSpmUql_9URQ,Land & Sea Diner,"Diners,American (New),Seafood",$11-30,$11-30,"
                                A
                            ",33,11,20,28,24,No,No,,No,,No,No,,,Yes,No,,No,,Casual,,Average,
7CM15wd5d8WC_pHR674YXA,Hummus Kitchen,"Mediterranean,Vegetarian,Kosher",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
7K9WGGP9SOUxdlJ4ozFy8A,Meet The Meat,"Steakhouses,Seafood",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,"Intimate, Classy",Casual,Average,
dFBtU2QSbBc0x27q28EFJw,Boat Basin Café,"Bars,American (Traditional)",$11-30,$11-30,,55,80,193,252,80,Yes,Full Bar,,No,,Yes,Yes,Street,,No,No,,No,,Casual,Casual,Loud,
N9OihQ22xLyfeDRSZoDCVQ,Beyoglu,"Turkish,Mediterranean",$11-30,$11-30,,91,88,156,425,309,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
2lJwfmyRKO8zFz5Xuiw11w,The Cottage,"Chinese,Seafood",$11-30,$11-30,"
                                B
                            ",67,31,44,88,62,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
wXpCNNTT2kqh-fTnSWXdEA,Shake Shack,"Burgers,American (New)",$11-30,$11-30,"
                                B
                            ",78,143,356,915,795,Yes,Beer & Wine Only,,No,,No,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
EkueKakBOazLteBREvD_qA,Serafina Upper West,"Italian,Breakfast & Brunch,Salad",$11-30,$11-30,"
                                A
                            ",134,68,52,52,32,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
lMVP7UR2mySp0yg9_3HvbQ,Firenze Ristorante,Italian,$31-60,$31-60,"
                                A
                            ",27,26,27,70,76,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,"Intimate, Romantic",Casual,Quiet,
DCiEo7qucPaEj7Gtdj1U9A,Sant Ambroeus,"Italian,Coffee & Tea,Breakfast & Brunch",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,"Classy, Upscale",Casual,Average,
N3h_AvXupuxFHDXhKWwxUw,Joe’s Place,"Latin American,Desserts,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
YsDmYRzJo3kiwZvIe1r0Fg,Playa Betty’s,"Mexican,American (Traditional),Bars",$11-30,$11-30,"
                                A
                            ",62,78,121,140,148,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
GMmhKLXJez77lrkwBWu6nw,Silhouette Restaurant & Lounge,"Lounges,Latin American",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,No,Yes,,No,,Trendy,Dressy,Average,DJ
1raNn0l3I4H9PcAJce69Sw,Sojourn,"American (New),Tapas/Small Plates,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",31,36,70,211,194,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,,Casual,Average,
eZRCx_bsjOsrwsfrAPYEew,Brazeiro Churrascaria,"Brazilian,Steakhouses",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,Yes,No,,"Casual, Intimate, Romantic",Casual,Average,
WRPrwGH50FBm7yiuYKiLjw,"Mosaic Craft Cocktail, Beer & Wine Bar","Venues & Event Spaces,Beer Bar,Cocktail Bars",Moderate,Moderate,,1,6,7,84,167,Yes,Full Bar,,,,,No,Street,,,Yes,,Free,,"Intimate, Romantic",,Average,Background
v64bMLxutTS2MWIrywBczA,Piccolo Cafe,"Italian,Cafes,Wine Bars",$11-30,$11-30,"
                                A
                            ",65,58,56,112,177,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,"Casual, Intimate",Casual,Average,
