Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
pR_ZdNuTT19aGuBkvXcacw,Pike Place Bar & Grill,"Seafood,Bars,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
rgkwLKTmZdj72S1KmEkENg,Zig Zag Cafe,"American (New),Cocktail Bars,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,,No,,Trendy,Casual,Average,
sNzOsVvZlvSO_-sXs2MMHQ,Red Cedar & Sage,"American (New),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,,16,20,30,75,167,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
1T4v3kD1WzonYPf7izSP9Q,Etta’s,Seafood,$11-30,$11-30,,62,149,257,413,322,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
ZZ95hfUvppoVvVIXB8Ew_w,Cutters Crabhouse,"Seafood,Steakhouses,American (Traditional)",$11-30,$11-30,,96,133,196,377,369,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
9c0lSX6KTe88-ZLva1nu0w,Maximilien,French,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,,Free,,Romantic,Casual,Average,
M4SuI7Ww6lH4q4iWHn4H5A,Place Pigalle,French,$31-60,$31-60,,0,0,0,0,0,Yes,,,No,,,Yes,Street,,No,Yes,,No,,Romantic,Casual,Average,
1yBl7rAXsGRKyv9XYUOKng,IL Bistro,"Italian,Lounges,Seafood",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,"Intimate, Romantic",Casual,Average,
9OlCkeK4TpBbQ76VPDOdYw,Pike Brewing Company,"American (Traditional),Brewpubs,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,Yes,Yes,Yes,Free,,"Casual, Touristy",Casual,Average,
UzaMrsDMM7xmxtWLPTrmKw,Shaker and Spear,"Seafood,American (New),Breakfast & Brunch",$11-30,$11-30,,19,25,36,83,340,Yes,Full Bar,,Yes,,,No,"Valet, Street",,No,Yes,Yes,Free,,"Trendy, Classy",Casual,Average,
ASdrTo7aVTTKNjVvT1mBDg,Fonte Café,"Breakfast & Brunch,Cafes,Cocktail Bars",$11-30,$11-30,,28,65,61,180,205,Yes,Full Bar,,No,,No,Yes,"Garage, Street",,Yes,No,Yes,Free,,Trendy,Casual,Average,
PkI2z4M1SgPkgVOMuHtuCg,Wild Ginger,"Thai,Pan Asian,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Garage, Street",,Yes,Yes,,Free,,,Casual,Average,
5oGqBLSt3m8ijsDFsFBrtw,Yard House,"American (New),Vegetarian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,No,,Free,,Casual,Casual,Average,
MyhLWqqSB-yKQWEM7ASKZQ,Orfeo,"American (New),Italian,Pizza",$11-30,$11-30,,10,21,44,96,191,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
iHG_OTRDZs3WyxVeDA_gKQ,Dahlia Lounge,"American (New),Seafood,Breakfast & Brunch",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
tNQUY-hc561X0LVgABqRXA,The Fisherman’s Restaurant,"Seafood,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Touristy,Casual,Average,
I6GRfKx8vjlyQcHGE-z8vw,RN74,"American (New),French,Wine Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,,,Yes,Yes,,No,,Trendy,Casual,Average,
wHALiNpbvcSJz9Ho4yNIYA,Buffalo Wild Wings,"Chicken Wings,Sports Bars,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,Casual,,Loud,
A_Qxu5oMm2FxS8jtkAnXWw,The Crab Pot,Seafood,$31-60,$31-60,,296,325,478,540,320,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Touristy,Casual,Average,
vlz27XvIB1eQ-r-qfBcuWw,Veggie Grill,"American (New),Vegan,Vegetarian",$11-30,$11-30,,16,20,51,123,266,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
oq5KCmPFKV28BnB4hjpo_g,Lola,"Greek,Mediterranean,Breakfast & Brunch",$11-30,$11-30,,115,171,449,1225,1543,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
pSYEUisXSN4DQ9A1BWGEQw,Andaluca,"Mediterranean,Breakfast & Brunch",$31-60,$31-60,,15,20,31,86,99,Yes,Full Bar,,No,,No,No,"Valet, Validated",,No,Yes,,Free,,"Intimate, Classy",Casual,Average,
Q_xYu-RqixW4O-TlEbc1fA,Assaggio Ristorante,"Italian,Pizza",$31-60,$31-60,,33,53,49,146,215,Yes,Full Bar,,Yes,,,Yes,"Garage, Street, Private Lot",,Yes,Yes,,Free,,,Casual,Average,
y3apOqnMuG-FMaRox5jKpg,Amber,"American (New),Dance Clubs,Lounges",$11-30,$11-30,,99,79,119,101,63,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Very Loud,DJ
Lw7NmZ3j-WEye97ywEmkXQ,Von’s 1000 Spirits,"American (New),Pizza,Venues & Event Spaces",$11-30,$11-30,,32,56,96,357,527,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,
Xb2eROYyzpRlhNUu4LHSYg,Anthony’s Pier 66,Seafood,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,,No,,,Casual,Average,
bg0qKdvlv-V9CxIDnD-Xzg,Tula’s,"Jazz & Blues,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,,Casual,Average,Live
gfSOa5szslnRgBmaiqrQ6g,"The Brooklyn Seafood, Steak & Oyster House","Seafood,Steakhouses,Live/Raw Food",$31-60,$31-60,,66,80,130,326,397,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,Classy,Casual,Average,
xqH038QcquJEMm5LIZHd5w,Elliott’s Oyster House,Seafood,$31-60,$31-60,,167,202,387,1030,1189,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Touristy,Casual,Average,
GrFxdNfPvdlVrueRY7XERg,List,"Italian,Tapas/Small Plates,Cocktail Bars",$11-30,$11-30,,42,64,138,510,880,Yes,Full Bar,,No,,,Yes,Street,,No,No,,No,,Trendy,Casual,Average,
waY0VFsZX6c45i8hp8fNsw,Local 360,"American (New),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
ElUusJtZDE4QL0cohv3-_w,Frolik Kitchen + Cocktails,"American (New),Breakfast & Brunch,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,No,,Free,,Trendy,Casual,Average,
qq1UaDz8MJFG6FERgLFfYQ,Cafe Nordstrom,"American (New),Cafes",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Garage,,Yes,No,,Free,,Casual,Casual,Average,
z3B84RJM47aCnfZ69ai8cA,The Capital Grille,"Steakhouses,Seafood,Wine Bars",$31-60,$31-60,,28,47,79,192,436,Yes,Full Bar,,Yes,,,No,Valet,,Yes,Yes,Yes,Free,,"Classy, Upscale",Dressy,Average,
gamLTtrQNyjvaEPL6p6OVQ,Palace Kitchen,"American (New),Bars,Desserts",$11-30,$11-30,,44,90,157,385,367,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
Mh5o8RtQNNUxhoJe6BxVkg,Purple Café and Wine Bar,"American (New),Wine Bars,Desserts",$31-60,$31-60,,75,126,287,827,828,Yes,Full Bar,,Yes,,,No,"Garage, Street, Validated",,Yes,Yes,,Free,,Trendy,Casual,Average,
nhRCkR9FY1OTpw-bv1u5Aw,The Grill From Ipanema,"Brazilian,Steakhouses,Buffets",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Street, Private Lot",,Yes,Yes,,Free,,Classy,Casual,Average,
h7grF-9qjAbzF6tEb-8tXA,Palomino,"American (New),Mediterranean",$11-30,$11-30,,57,104,164,313,195,Yes,Full Bar,,No,,,No,Garage,,Yes,Yes,,Free,,Classy,Casual,Average,
rbjjAfKbeR9xniV-4lZMNw,Il Fornaio,"Italian,Seafood,Pizza",$11-30,$11-30,,65,81,104,180,137,Yes,Full Bar,,Yes,,,No,Garage,,Yes,Yes,,Free,,Classy,Casual,Average,
2aILYZOWPxdlfqydJaYz_w,Tavolàta,Italian,$31-60,$31-60,,39,70,109,325,335,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Trendy,Casual,Average,
IQHdw04Ymy7JrlDLIBcrhA,Pike Place Chowder,"Seafood,Soup,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,"Valet, Garage, Street",,Yes,No,,Free,,Casual,Casual,Average,
HZJ4DZHcd-h06-muEiQgjQ,Miller’s Guild,"American (New),Steakhouses,Cocktail Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,No,Yes,,Free,,Trendy,Casual,Average,
767TjbLP3pzVaqD9mZMmyg,TanakaSan,"Asian Fusion,Breakfast & Brunch,Bars",$11-30,$11-30,,42,86,89,119,69,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Trendy,Casual,Average,
ElzS9k2liA5twi25T2XSXQ,Shuckers Oyster Bar,"American (New),Seafood,Live/Raw Food",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,No,,Classy,Casual,Average,
ThZHcBCmVj7RBzTZewAkrA,Anar,"Vegetarian,Juice Bars & Smoothies,Mediterranean",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,No,No,"Garage, Street",,Yes,No,Yes,Free,,"Hipster, Casual, Trendy",Casual,Average,
9GzjKeifGJ6KzWkaPftYHg,Loulay Kitchen & Bar,"French,Bars,Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Garage, Street",,Yes,Yes,,Free,,"Romantic, Classy",Casual,Average,
egty45DOptyWQDJosNHFrQ,Ivar’s Acres of Clams,"Seafood,Bars,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
czZc0dlufumMXh9-Ncq2xA,Barolo Ristorante,"Italian,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,No,,Romantic,Dressy,Average,
dZAqSLx8_f_BIAtNOiODvA,Eggs & Plants,"Mediterranean,Vegetarian,Middle Eastern",Under $10,Under $10,,1,6,14,63,140,Yes,No,,Yes,,,Yes,"Street, Private Lot",,Yes,No,Yes,Free,,Casual,Casual,Average,
bE_dVISXXsmN-1qv-wN6lg,Zane + Wylie’s Seattle Steakhouse,"Bars,Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,Validated,,Yes,Yes,Yes,Free,,,,,
sjcNiTr1YjpbFOMKkakH4Q,Blueacre Seafood,"Seafood,Live/Raw Food",$31-60,$31-60,,76,104,141,331,368,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Classy,Casual,Average,
JdYZWIAzjxVyUjt0zNR7kw,FareStart Restaurant,"American (New),Salad,Sandwiches",$11-30,$11-30,,1,9,33,111,167,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,,Average,
dAeObODKI5e8de3QpZVI3g,La Vita E Bella,"Italian,Pizza,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
b4Iw-XvcstHPYaSIAsL0fg,El Gaucho,"Steakhouses,Seafood,Venues & Event Spaces",Above $61,Above $61,,43,63,125,244,597,Yes,Full Bar,,Yes,,,No,"Valet, Street",,Yes,Yes,,Free,,"Romantic, Classy, Upscale",Dressy,Average,
MUh_xgm8Uz58v7JH9F9dfQ,Urbane,"Lounges,American (New),Breakfast & Brunch",$11-30,$11-30,,55,63,90,150,85,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,Free,,Trendy,Casual,Average,
Fd2P_10fj7Kv8JdIa2oQgQ,Tulio,"Italian,Bars,Breakfast & Brunch",$31-60,$31-60,,21,42,80,197,244,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Street",,No,Yes,,No,,Classy,Dressy,Average,
dVqRpLvcf2nlNZSF6zCzxw,Jerk Shack,"Caribbean,Cocktail Bars,Beer Bar",$11-30,$11-30,,18,8,12,29,99,Yes,Full Bar,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,No,,"Casual, Intimate",Casual,Average,
YhWzCrNLz2bb4LDi7stPjQ,Six Seven Restaurant,"American (New),Seafood",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street, Private Lot",,No,Yes,Yes,Free,,Classy,Dressy,Average,
lxvncNXJKThTmLmARv72pA,Metropolitan Grill,"American (Traditional),Steakhouses",Above $61,Above $61,,73,88,162,323,892,Yes,Full Bar,,Yes,,No,No,Valet,,Yes,Yes,,Free,,Classy,Dressy,Average,
NTm6VhKpSIKkAf9D2RsElw,Daawat Indian Grill & Bar,"Indian,Bars,Buffets",$11-30,$11-30,,49,32,52,99,196,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
NaGkRnNbLcJdI8cF8JE3hw,Tilikum Place Cafe,"American (New),Breakfast & Brunch",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,Yes,Yes,Yes,No,,,Casual,Average,
agJ6rlBoItb5zcs9f8oeLg,Mantra,"Thai,Seafood,Salad",$11-30,$11-30,,26,18,42,90,130,Yes,Full Bar,,Yes,,,No,,,Yes,Yes,,No,,"Casual, Trendy",Casual,Average,
67QmiVYdCbG4PRmF61A5bw,Il Corvo Pasta,"Italian,Noodles,Pasta Shops",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
zEZi-VmBSZaDq09ab2bT9g,AQUA by El Gaucho,Seafood,Above $61,Above $61,,66,82,101,190,396,Yes,Full Bar,,Yes,,,Yes,Valet,,Yes,Yes,,Free,,"Classy, Upscale",Dressy,Average,
w8Frh2uJcT7eWBtPEBxfkA,Terra Plata,"American (New),Cocktail Bars,Wine Bars",$31-60,$31-60,,45,83,137,245,271,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Trendy,Casual,Average,
fDSYMSm8kFtro2GAaVZYvw,Six Arms,"Pubs,Breweries,American (Traditional)",$11-30,$11-30,,41,58,112,182,88,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
2rthL8lxThA-k1hnpB9utw,Sport Restaurant & Bar,"Sports Bars,American (Traditional)",$11-30,$11-30,,41,65,90,133,86,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
BvOLqjt68GEJREOYQ_vdHw,Taylor Shellfish Farms - Seattle,"Seafood,Live/Raw Food",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
sIsQfDAV9QjgR4c_vi_UPw,Flying Fish,Seafood,$31-60,$31-60,,91,113,134,207,146,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,,Casual,Average,
cvYRvO88E4ktaGutED6mRw,Brave Horse Tavern,"American (Traditional),Pubs",$11-30,$11-30,,49,81,182,335,127,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Loud,
ShLvbrlY9qlJOwhkRINYOQ,Main Street Gyros,"Greek,Mediterranean,Halal",Under $10,Under $10,,16,18,11,52,58,Yes,No,,Yes,,,Yes,Street,,Yes,Yes,No,No,,"Divey, Casual",Casual,Average,
0cqa2F_cfIjxAC3nqw__1w,Serious Pie & Biscuit,"Pizza,Sandwiches,Bars",$11-30,$11-30,,62,93,248,553,582,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,Free,,Casual,,Average,
T7XmistL2pQrW3hY3oTpng,Salumi Artisan Cured Meats,"Italian,Sandwiches,Meat Shops",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,,Average,
3LJ62y8ZECbs0Y3O80xR9Q,Quality Athletics,"American (New),American (Traditional),Sports Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Loud,
3F5WWcqqboa-NHbYFs4LAw,Girin Korean Ssam Bar,"Korean,Steakhouses,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,Street,,Yes,Yes,Yes,No,,,Casual,Average,
YQm-FVEo1m_AQPMrIZ4tiA,Elysian Fields,"American (New),Breweries,Bars",$11-30,$11-30,,70,74,99,120,45,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
Y-OgQKqreMaajTUCPbLPKg,Tsukushinbo,"Japanese,Sushi Bars,Seafood",$11-30,$11-30,,38,23,87,250,377,Yes,Beer & Wine Only,,No,,No,No,Street,,No,Yes,,No,,Casual,Casual,Average,
Qo-l9tezF_ApTFzUhnPK1w,Revel,"Korean,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Street, Private Lot",,Yes,No,,No,,Trendy,Casual,Average,
KWR8Qb-43BZv016WlpnQ9w,Feierabend,"German,Pubs",$11-30,$11-30,,28,23,77,196,154,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
CmlE763fqFgkBq4FK2GWtg,Lark,"Tapas/Small Plates,American (New),Breakfast & Brunch",$31-60,$31-60,,15,30,28,36,90,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Trendy,Dressy,Average,
k3riaoflafifFUSNKXbfTw,Via Tribunali - Capitol Hill,"Pizza,Italian,Wine Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Romantic,Casual,Average,Background
e8UiD4SOyfyv5PIB5i1EvQ,Kau Kau Barbeque,"Barbeque,Seafood,Cantonese",Under $10,Under $10,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
KqtOj1rpjcucDFBC9UZM9w,Honey Court Seafood Restaurant,"Seafood,Dim Sum,Cantonese",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
jfJ6rfdlYEIYVT80MfTuAQ,Chutneys Queen Anne,"Indian,Seafood",$11-30,$11-30,,49,34,40,87,144,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Quiet,
GoWeog3TbHM6SL9dL_AnTA,Jade Garden,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Loud,
u_gP88O25oTDpXSArKgaOw,Grim’s,"Bars,American (New),Breakfast & Brunch",$11-30,$11-30,,76,29,54,110,52,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Hipster,Casual,Average,
6eOJHfIIIP_t850DlppSeQ,House of Hong Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,,76,81,70,75,43,Yes,Full Bar,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
ANRznMzskndUpHA93KdEbA,Café Presse,"French,Bars,Breakfast & Brunch",$11-30,$11-30,,39,61,124,449,425,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
j6bAliQmvwuqiVjFj2AXyQ,Osteria la Spiga,Italian,$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Classy,Casual,Average,
jDMRkUp1o-CI-FkUa0Xgcg,Barrio Mexican Kitchen & Bar,"Mexican,Bars",$11-30,$11-30,,66,89,202,422,296,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Trendy,Casual,Average,
6ibx5qR8YJ_AUpKUAVc1pw,Daniel’s Broiler,"Steakhouses,Seafood",Above $61,Above $61,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot",,Yes,Yes,,No,,Classy,Dressy,Average,
ct-RQp_hzpiiMg3VVCwfPg,The Melting Pot - Seattle,Fondue,$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,Romantic,Casual,Average,
8sZ27zjv8tYxEmx_0dngrA,Jai Thai,"Thai,Bars,Comedy Clubs",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
tWzPbuaUwhjkjIqE0YE4dA,Peso’s Kitchen & Lounge,"Mexican,Lounges",$11-30,$11-30,,160,139,249,449,252,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,Trendy,Casual,Loud,
r2qcG59sAqqptnwL4aJGhg,Toulouse Petit Kitchen & Lounge,"Cajun/Creole,Bars",$11-30,$11-30,,196,246,419,1169,1538,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
ZuVJF02rxWZ12UBe591I0g,Crawfish King,"Cajun/Creole,Seafood,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
wOkaZPQW2IRvG_eXYmdCYg,Morfire,"Thai,Hot Pot,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,No,Street,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,
n6hB6mIctJQDn-DAH7MpGg,Duke’s Seafood & Chowder,"Seafood,Bars",$11-30,$11-30,,29,50,103,235,261,Yes,Full Bar,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
BQhcvUAbrqzsLsew1STD-w,Skillet Capitol Hill,"Breakfast & Brunch,American (New)",$11-30,$11-30,,93,135,240,572,616,Yes,Full Bar,,Yes,,No,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
fXjLgdq2zGILXumDsijHCw,Marjorie,American (New),$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street",,Yes,Yes,,Free,,Intimate,Casual,Average,
JGHqF70JD9ytZt_EP3G0bA,Poppy,"American (New),Tapas/Small Plates",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Trendy,Casual,Average,
QeeiVw_OjxWmTiSH0A6qgA,Rione XIII,"Pizza,Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Trendy,Casual,Average,
4a-QEKB1T_f5ScSx3muxLA,Coastal Kitchen,"Breakfast & Brunch,Seafood,American (Traditional)",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
