Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
VoaMrVyTPu9JPmHSfCwSig,LA Crawfish,"Cajun/Creole,Seafood,Vietnamese",$11-30,$11-30,,80,59,68,174,204,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
lEo_jl3c0sYAlBv3imQkCw,El Canton Firewood Pizzeria,"Salad,Pizza,Italian",$11-30,$11-30,"
                                93 out of 100
                            ",12,13,20,54,189,Yes,Beer & Wine Only,,Yes,,Yes,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
pA-ZVvs_e8tYdqIVydccRw,Jaxton’s Grill House & Bar,"Cocktail Bars,Breakfast & Brunch,American (Traditional)",$11-30,$11-30,"
                                85 out of 100
                            ",52,44,35,42,107,Yes,Full Bar,,Yes,,Yes,Yes,Private Lot,,Yes,Yes,Yes,Free,,"Trendy, Romantic, Classy",Casual,Average,
Ve9FZ6zKHDl82cXQNeGuAw,Sam’s Boat,"Sports Bars,Burgers,Seafood",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,,,Yes,No,Yes,Free,,Casual,Casual,Loud,
encsjTTta4eRVoOUygpgmQ,Jonathan’s The Rub,"American (New),Seafood,Steakhouses",$31-60,$31-60,,36,28,33,90,150,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
5mJOK9xvf1GuKRClgJZN2g,Saltgrass Steak House,"Steakhouses,Gluten-Free",$11-30,$11-30,,33,16,28,49,33,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,,Average,
Jt72nV8Ir-IZ0K8il-blcw,Ragin’ Cajun,"Cajun/Creole,Seafood,Sports Bars",$11-30,$11-30,,29,20,30,40,28,Yes,Full Bar,,Yes,,No,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
h-JGDZqQUickC70xLvNDyw,Yao Restaurant & Bar,"Chinese,Bars",$11-30,$11-30,,23,26,51,74,51,Yes,Full Bar,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
qDqZ7t--xU9h5H1A6E5c5w,Doña Lupe Mexican Restaurant Bar and Grill,"Mexican,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Very Loud,
w9wOnSKXK8uHAlJR8Vigiw,Chili’s,"American (Traditional),Bars,Tex-Mex",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,Live
bxWUKxUiv9bBovlthylX_w,BB’s Tex-Orleans,"Cajun/Creole,Seafood",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Private Lot,,Yes,No,Yes,No,,Casual,Casual,Average,
cxUH9w_uJ-pQOwok7G4lIQ,Chuy’s,"Mexican,Tex-Mex,Bars",$11-30,$11-30,,39,40,45,86,79,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Average,
ESLf6HuYFdx7do4gKGA_eQ,Hooters,"Sports Bars,American (Traditional),Chicken Wings",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,No,,Free,,,,Loud,
Mg7__oII6pSU0oQNVSelZA,Tequila Lopez Mexican Restaurant,"Mexican,Tex-Mex,Cocktail Bars",$11-30,$11-30,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
YnuvJUdEMWA0ysQieQyJ0Q,Hank’s Cajun Crawfish,Cajun/Creole,$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Loud,
jbAqtwADuoqC8wptN327qw,Nazif’s,"Turkish,Mediterranean,Kebab",$11-30,$11-30,,0,0,0,0,0,Yes,No,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
dn5aOvijyWWdt0Lh6EO8UA,Saltgrass Steak House,"Steakhouses,Bars,Seafood",$11-30,$11-30,"
                                87 out of 100
                            ",21,15,19,21,45,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
7PmFprvL0CkcuuwkTgfD0A,Marvino’s,"Italian,Pizza",$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,Yes,Private Lot,,Yes,,Yes,No,,"Casual, Romantic, Classy",Casual,Average,
sRc8Z1oqsE1vBvh2E6C2Aw,Nara Cafe,"Hookah Bars,Mediterranean,Greek",$11-30,$11-30,,0,0,0,0,0,Yes,,,,,,Yes,,,Yes,Yes,,Free,,,Casual,,
Hgv4VLN8_OeEfLWTRiRzMQ,Outback Steakhouse,Steakhouses,$11-30,$11-30,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
i70KsurBnfl-wt7_UKaGeg,Steamboat House,"Steakhouses,Seafood,Venues & Event Spaces",$31-60,$31-60,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Private Lot,,Yes,Yes,,Free,,Upscale,Casual,Average,
A52cxall8PLq49e4chbS4w,Fogo de Chão Brazilian Steakhouse,"Steakhouses,Brazilian",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Private Lot",,No,Yes,,No,,Classy,Dressy,Average,
1eVBCvSgCBVUJqAJ4b0ikQ,Las Alamedas Mexican Grill & Bar,"Mexican,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,No,Yes,Yes,Free,,Casual,Casual,Average,
c6A_wJljLFD4zMYU83Gc3Q,Ranosh,"Middle Eastern,Coffee & Tea,Hookah Bars",$11-30,$11-30,,0,0,0,0,0,Yes,No,,No,,,Yes,"Valet, Street",,Yes,No,,Free,,Casual,Casual,Loud,
0HuJBzTyauNtuLINzlsEVA,East Wall Chinese Restaurant,"Chinese,Seafood",$11-30,$11-30,,7,20,27,87,96,Yes,Beer & Wine Only,,No,,,Yes,"Garage, Private Lot",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
jxXm3ruBNTU6qonu0qFiKw,Peli Peli - Cinco Ranch,"South African,Steakhouses,American (New)",$11-30,$11-30,,13,8,16,38,180,Yes,Full Bar,,Yes,,Yes,Yes,"Garage, Street, Private Lot",,Yes,Yes,Yes,Free,,"Casual, Trendy, Classy",Casual,Average,
LGuKf3TBA5bpHvoZTUsT8A,Al Aseel Grill & Café,"Middle Eastern,Mediterranean",Under $10,Under $10,,33,14,17,104,135,Yes,No,,Yes,,No,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
oBlMazgOzkZYAquDlhw84w,Arturo Boada Cuisine,"Seafood,Spanish,Italian",$31-60,$31-60,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,"Intimate, Classy",Casual,Average,
TpJ187vZa4H92bR7CBn39A,Killen’s STQ,"Steakhouses,American (New)",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,,,,Yes,,,No,Yes,,No,,,Casual,Average,
543zy3lE-D7vJ11V6CaJaA,Confucius Seafood Restaurant,"Seafood,Cantonese",$11-30,$11-30,,91,40,55,175,89,Yes,Beer & Wine Only,,No,,No,No,Private Lot,,Yes,No,No,No,,Casual,Casual,Average,
kVypvktndoxpmWj9QjwDDw,Captain T Seafood,"Seafood,Seafood Markets,Cajun/Creole",$11-30,$11-30,,9,7,18,21,28,Yes,No,,,,,No,,,Yes,Yes,,Free,,Casual,Formal (Jacket Required),Loud,
spN8qnrdWbvmIHM_4B1T7w,Cyclone Anaya’s Mexican Kitchen,"Mexican,Bars,Tex-Mex",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,Yes,No,,Casual,Casual,Average,
XbPES8bPJMlcOv1ANmASwQ,Kimos Grill,"Mediterranean,Halal,Greek",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,,No,Private Lot,,Yes,,,No,,Casual,Casual,Average,
m15OdfXB2MFz_wdshwoGUA,Amalfi Ristorante Italiano & Bar,"Italian,Bars",$31-60,$31-60,,9,13,19,20,84,Yes,Full Bar,,Yes,,No,Yes,"Valet, Private Lot",,Yes,Yes,Yes,Free,,Classy,Dressy,Average,
C-fUZt8ebNhak8guQX5B8w,Angus Grill Brazilian Steakhouse,"Brazilian,Steakhouses",$31-60,$31-60,,198,98,71,79,67,Yes,Full Bar,,Yes,,,No,"Valet, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
EqS6fXx7RS1LNZ8kiLi8TQ,Christie’s Seafood & Steaks,"Seafood,Steakhouses,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,,Quiet,
Thk90pLvIkWpjLk9Wsw8cA,Los Cucos Mexican Cafe,"Tex-Mex,Mexican,Bars",$11-30,$11-30,"
                                91 out of 100
                            ",42,27,23,32,43,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
UKRsjAqL3gt9-hbTiFpWMQ,Chacho’s Mexican Restaurant,"Mexican,Breakfast & Brunch,Drive-Thru Bars",Under $10,Under $10,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
NeTU3xFecz5vIeVWmd8LOw,Dish Society,"American (Traditional),Breakfast & Brunch,American (New)",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,Yes,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
OD9e8U2J4HnoUFpMtLzaMw,Zabak’s Mediterranean Cafe,"Greek,Mediterranean",Under $10,Under $10,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,No,,Free,,Casual,Casual,Average,
53TXd8e-ZJ5gzLv8C9sQGA,Bijan Persian Grill,"Middle Eastern,Persian/Iranian",$11-30,$11-30,,20,18,33,75,71,Yes,No,,Yes,,,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
pF_rCoTWwJ2MP2AneBiIgw,Fung’s Kitchen,"Dim Sum,Seafood",$11-30,$11-30,,78,70,129,219,158,Yes,Beer & Wine Only,,Yes,,No,No,Private Lot,,Yes,Yes,Yes,No,,Casual,Casual,Average,
V1cXEYGQxrPwhE-W3NU-8A,Dandanah Cafe & Grill,"Mediterranean,Egyptian",$11-30,$11-30,,32,19,14,20,39,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Private Lot",,Yes,Yes,,Free,,Casual,Casual,Average,
Y-MMPpw4HSaKPp5C1of9fA,Chama Gaúcha Brazilian Steakhouse,"Brazilian,Steakhouses",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Private Lot",,No,Yes,,Free,,Classy,Dressy,Average,
bqq8G0BwYQotbGeu6Ijb1A,London Sizzler,"Indian,Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
