Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
iYLyVP1uRs56wZ3FK_lCdw,The Guest House,"Coffee & Tea,Tapas/Small Plates,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,Yes,Yes,"Valet, Street",,Yes,No,Yes,Free,,Casual,Casual,Average,
haN5uGImV-PA1_yrxTTQ7g,Weiland’s Brewery Underground,"American (Traditional),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Garage,,Yes,Yes,,Free,,Casual,Casual,Average,Juke Box
MM3ktkBugHMa0joGSdBemQ,Umami Burger - Los Feliz,"Burgers,American (New),Gastropubs",$11-30,$11-30,"
                                A
                            ",181,225,402,598,448,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Hipster,Casual,Average,
eoOJbi94rj9277dG7WIv0A,Home Restaurant - Los Feliz,"Breakfast & Brunch,Coffee & Tea,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,Yes,,No,,Casual,Casual,Average,
p78nnAZrr2JxVNqggm0JSQ,DRAGO Centro,Italian,$31-60,$31-60,"
                                A
                            ",70,162,251,525,447,Yes,Full Bar,,Yes,,,Yes,"Valet, Validated",,Yes,Yes,,Free,,Upscale,Dressy,Average,
Otw79hKRy1C6T639xbA3KQ,Cafe Pinot,"French,American (New),Cafes",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Validated",,Yes,Yes,,No,,Classy,Dressy,Quiet,
N05X5dnwzpWvLg7ZRcMtcA,Escala,"Colombian,Gastropubs,Cocktail Bars",$11-30,$11-30,,84,77,123,294,364,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Private Lot, Validated",,Yes,Yes,Yes,No,,"Casual, Trendy",Casual,Average,
ZAZPJN4L_cSq6qXSN_U1dg,Grand Café,"Breakfast & Brunch,American (New),Buffets",$11-30,$11-30,"
                                A
                            ",17,24,66,107,144,Yes,Full Bar,,No,,,Yes,"Valet, Validated",,Yes,Yes,,Free,,"Casual, Upscale",Casual,Average,
tGusz6xqBBABc1awGP1aLA,Shabuya,"Japanese,Seafood,Hot Pot",$11-30,$11-30,,26,12,20,69,117,Yes,Beer & Wine Only,,No,,No,No,"Street, Private Lot",,No,Yes,,No,,Casual,Casual,Loud,
hIythZZ3mpPwwhSJkUuJQQ,Pez Cantina,"Seafood,Mexican,Bars",$11-30,$11-30,"
                                A
                            ",68,66,114,156,301,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Garage, Street, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
vsVGA4-vCEHCBi6RUK_WFA,Noe Restaurant and Bar,"Bars,French,Music Venues",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street, Validated",,Yes,Yes,,Free,,"Intimate, Romantic, Classy, Upscale",Dressy,Quiet,
81kXeyBt1AKiJC_HITT9KA,Blue Cow Kitchen & Bar,"American (New),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,
nGlLaC0p0naSlgdy2-HCVw,71 Above,"American (Traditional),Desserts,Cocktail Bars",Above $61,Above $61,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,"Valet, Garage",,No,Yes,Yes,No,,"Romantic, Classy, Upscale",Dressy,Average,
y5by_vlxVBmvVXgr1HHguw,Miro,"Mediterranean,Italian,Bars",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,"Valet, Street, Validated",,No,Yes,Yes,No,,Romantic,Dressy,Average,
Up2tmE-SJD5ngkzgNqIj4w,"The Restaurant at The Standard, Downtown LA","American (New),Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,"
                                A
                            ",26,34,72,117,95,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Trendy,Casual,Average,
ejfEY1V3g3x3Q-8gbDlHaA,Engine Co No 28,"American (Traditional),Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,,Casual,Average,Background
o1s3O6I47k-SxuzUenGnCQ,George’s Greek Grill,"Greek,Middle Eastern,Mediterranean",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,"Valet, Garage, Street, Private Lot, Validated",,Yes,No,,Free,,Casual,Casual,Average,
I_TuSSaSdjgM9h7C8mkX1A,Bunker Hill Bar & Grill,"American (New),Sports Bars,Sushi Bars",$11-30,$11-30,"
                                A
                            ",66,72,125,233,289,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,
APB7FhTPxh4nZHHxkaABfA,Chi Dynasty,"Chinese,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
-73lYnIMpqXG5gVTQOpH8g,Public School 213,"Bars,American (New),Gastropubs",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,,,Yes,Yes,,Free,,"Casual, Trendy",Casual,Average,
kinWdPar9CyaYosXbWJcgg,Mayflower Seafood Restaurant,"Seafood,Chinese",$11-30,$11-30,"
                                B
                            ",96,60,97,100,55,No,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Loud,
zKTUPHlZbIvGWUXbPsxABg,George’s Greek Grill,"Greek,Mediterranean,Juice Bars & Smoothies",$11-30,$11-30,"
                                A
                            ",64,46,60,90,110,Yes,No,,Yes,,,Yes,"Garage, Validated",,Yes,No,,Free,,Casual,Casual,Average,
7Oi_8YdLTouxhKx3vBIR8A,Falafel-Arax,Falafel,Under $10,Under $10,"
                                A
                            ",0,0,0,0,0,No,No,,No,,,No,Private Lot,,Yes,No,,No,,Casual,Casual,Average,
d2ECD_VYVuRFg9b6q1XD1Q,Rockwell Table & Stage,"Lounges,American (New),Performing Arts",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,,Free,,,Casual,Average,
blQ_tkX_WFeyj34lVvwEEQ,Redwood Bar & Grill,"Pubs,American (Traditional)",$11-30,$11-30,"
                                A
                            ",50,47,128,246,150,Yes,Full Bar,,No,,,No,Street,,Yes,No,,No,,Divey,Casual,Loud,Live
U7-UBPHK44Y_9wyfOmuHuA,The Boiling Crab,"Seafood,Cajun/Creole",$11-30,$11-30,"
                                A
                            ",122,131,254,743,900,Yes,Beer & Wine Only,,No,,,No,"Garage, Street",,Yes,No,,No,,Casual,Casual,Loud,
1tjw6RkaWmN9zz6ESb7sGQ,The Prince,"Bars,Korean",$11-30,$11-30,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Valet, Street, Private Lot",,Yes,Yes,,Free,,Intimate,Casual,Average,
nqYbRGPmYA0X_sjSBtXpgw,Sidewalk Grill,"Mediterranean,Salad,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,"Street, Private Lot",,Yes,No,,Free,,Casual,,Average,
4LFbJ8P4jCh70ZNKRig0qw,EMC Seafood & Raw Bar,"Seafood,Live/Raw Food,Sushi Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,"Valet, Garage, Street, Private Lot, Validated",,Yes,Yes,Yes,Free,,Trendy,Casual,Loud,
H_yVj1dSjqYacohidTiaIw,The Dresden Restaurant,"Lounges,American (Traditional),Jazz & Blues",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,Yes,Yes,Yes,No,,Classy,Casual,Average,Live
WPe9r4_b_ByxM-c3OhbDew,Il Capriccio on Vermont,Italian,$11-30,$11-30,"
                                A
                            ",46,41,72,273,443,Yes,Beer & Wine Only,,Yes,,,Yes,"Valet, Street, Private Lot, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
pDqUvoNY1kR963MJnfnL6Q,Water Grill- Los Angeles,Seafood,$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Garage, Street, Validated",,Yes,Yes,,Free,,Classy,Dressy,Average,
EcWhh6JiQo7xkH70NPLGtw,La Golondrina Mexican Cafe,"Mexican,Venues & Event Spaces,Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,"Casual, Touristy",Casual,Average,
hsCYFHpislMAfDtyjUkPfA,Prawn Coastal,"Seafood,Salad,Sandwiches",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,Yes,"Garage, Street, Private Lot",,Yes,No,Yes,No,,"Casual, Touristy, Trendy",,Average,
xVSv26KBQexP4M0l63SGlg,Alcove Café & Bakery,"Bakeries,Breakfast & Brunch,American (New)",$11-30,$11-30,"
                                A
                            ",154,278,566,1581,1374,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,No,Yes,No,,Casual,Casual,Average,
gbuJA_HqN_dxgFUF5mnmjA,Casey’s Irish Pub,"Pubs,Irish,Sports Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
gpmuJVHfrB71kixSn9slzA,Mustard Seed Café,"American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",35,51,91,182,145,Yes,No,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Average,
euIu-4rVEKrsAMMC8A0vZQ,Fogo de Chão Brazilian Steakhouse,"Steakhouses,Brazilian",$31-60,$31-60,"
                                A
                            ",94,110,96,198,333,Yes,Full Bar,,No,,,No,Garage,,No,Yes,,No,,,Casual,Average,
i7sE5osaJ8-L0uU3pkDxiw,18 Social,"Lounges,Cocktail Bars",Moderate,Moderate,,0,0,0,0,0,Yes,Full Bar,,,,Yes,No,"Valet, Validated",,,Yes,Yes,Free,,"Trendy, Intimate, Upscale",,Very Loud,Live
r3P7aRD9HwskzoqnwxRhxg,Pizza Next Door,"Pizza,Italian",Under $10,Under $10,"
                                A
                            ",18,33,46,141,187,Yes,No,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
8ARgCFLFK--uDOaEpFutPA,Fred 62,"Diners,American (New),Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,No,,No,,"Hipster, Casual",,Average,
gAb-NtuNbNG8p2dqUMQGjw,Palermo Italian Restaurant,"Italian,Pizza",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
YUznkziSSfrlQ-wLKKBLBw,BKLA,"American (New),Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,No,No,"Garage, Street",,Yes,Yes,,Free,,Trendy,Casual,Average,
gd6PYDx-leOM97a3MWoO1g,Maccheroni Republic,"Italian,Wine Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,"Garage, Street",,Yes,,,No,,Casual,Casual,Average,
DU3r_rd4wKXxQfAaqHLRYg,Farfalla Trattoria,Italian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
af_9aJR2MIzGmaIRoYCASQ,Vinoteca Farfalla,"Wine Bars,Italian",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
uC9XuBBvkdKAp8AGZGCvpQ,Casa Nostra Ristorante & Bar,"Italian,Bars,Pizza",$11-30,$11-30,"
                                B
                            ",45,31,91,149,234,Yes,Full Bar,,Yes,,,Yes,"Private Lot, Validated",,Yes,Yes,,Free,,Classy,Casual,Average,
kq6z27OhpoRoLLv4Fhkg8A,Cicada Restaurant,"Italian,Venues & Event Spaces",$31-60,$31-60,"
                                A
                            ",32,37,52,131,191,Yes,Full Bar,,Yes,,,No,Valet,,No,Yes,,No,,"Romantic, Classy, Upscale",Dressy,Average,
KQT47-HWuM9UjrMVLuMuaQ,Ragin Cajun On Wheels,"Cajun/Creole,Food Trucks",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
mBXF-fWv3jwvp6MV5lsoeA,Hummus Yummy,"Mediterranean,Food Trucks",$11-30,$11-30,,3,2,1,1,41,Yes,No,,Yes,,,No,Street,,Yes,No,Yes,No,,,Casual,Quiet,
K-Fbh2WCHlqR56H9TnfpNA,Perch,"Lounges,French",$31-60,$31-60,"
                                A
                            ",403,380,865,2131,2377,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,No,Yes,Yes,No,,Classy,Dressy,Average,
otckiZJclqnmEAzYAGUrxQ,TOMGEORGE Restaurant,"Bars,Italian,Modern European",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Garage, Private Lot",,Yes,Yes,Yes,Free,,"Trendy, Classy",Casual,Average,
8QbMICfwft4UaKf3yfXZKw,The Copper Still,Bars,Moderate,Moderate,,0,0,0,0,0,Yes,Full Bar,,,,,No,"Street, Private Lot",,,No,,No,,Casual,,Average,
c7xLlX7RjxD0WUcl2sm4Lw,Faith & Flower,"American (New),Cocktail Bars",$31-60,$31-60,"
                                B
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,No,Yes,Yes,Free,,Trendy,Dressy,Average,
EB-RtApkwptE3wRCQO8bCw,Badmaash,"Indian,American (New)",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,No,No,"Valet, Garage, Street, Private Lot",,No,Yes,,No,,Casual,Casual,Average,
TkFEKhsCixPWlShULKvMdQ,Bottega Louie,"Italian,Bakeries,Breakfast & Brunch",$11-30,$11-30,"
                                A
                            ",522,863,2405,5757,5993,Yes,Full Bar,,No,,No,No,"Valet, Garage, Street, Private Lot",,Yes,No,,Free,,Trendy,Casual,Very Loud,
77OCLqNangVVY-GHXAE7ng,The NoMad Restaurant,American (New),Above $61,Above $61,"
                                A
                            ",10,15,17,47,95,Yes,Full Bar,,No,,No,Yes,"Valet, Street, Validated",,No,Yes,Yes,Free,,"Intimate, Romantic, Classy",Dressy,Loud,
T_lvBpk8Y7oOpc3WzWgkMQ,The Venue,"Karaoke,Lounges,Asian Fusion",$11-30,$11-30,"
                                A
                            ",14,6,13,35,76,Yes,Full Bar,,No,,No,No,"Street, Private Lot, Validated",,No,Yes,Yes,Free,,"Hipster, Trendy, Intimate, Romantic, Classy, Upscale",Dressy,Loud,Karaoke
GClRpiOELwMXxodrS-FN6Q,Zankou Chicken - Hollywood,"Mediterranean,Armenian,Lebanese",Under $10,Under $10,"
                                A
                            ",132,88,120,289,312,Yes,No,,Yes,,,No,"Street, Private Lot",,Yes,No,,No,,Casual,Casual,Average,
yqfZcttHy2WdYFzMQQaXoA,Le Petit Paris,"French,Cocktail Bars,Brasseries",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,Yes,Valet,,Yes,Yes,Yes,Free,,"Romantic, Classy",Dressy,Average,
mN7BNK7L9jIxwo5_hQxzRg,Big Wangs,"Sports Bars,American (Traditional)",$11-30,$11-30,"
                                A
                            ",266,123,164,197,136,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,Free,,Casual,Casual,Loud,
uOj7miDQtXfSR-urGUvOrA,Puran’s Restaurant,Mediterranean,$11-30,$11-30,"
                                A
                            ",21,23,29,64,90,Yes,Beer & Wine Only,,Yes,,,Yes,Private Lot,,Yes,Yes,,No,,Casual,Casual,Quiet,
DKK-LjnWzZ0iWhEg10DXyQ,Justice Urban Tavern,"Bars,American (New),Gastropubs",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
5V7zNZ9IdSUCYrZRXAg2hA,Yard House,"Bars,Vegetarian,American (New)",$11-30,$11-30,"
                                B
                            ",283,205,430,833,510,Yes,Full Bar,,No,,No,Yes,"Valet, Garage, Private Lot",,Yes,No,,Free,,Casual,Casual,Loud,
8Qzn5u9FotudVId86mu4vg,The Little Easy,"Cocktail Bars,Lounges,Cajun/Creole",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,Yes,No,"Garage, Street",,Yes,Yes,Yes,Free,,"Casual, Romantic",Casual,Average,Live
S1JEJ_abdhiV5tZ89ENPfQ,Panini Kabob Grill,"Mediterranean,Breakfast & Brunch,Persian/Iranian",$11-30,$11-30,"
                                A
                            ",52,53,113,416,424,Yes,Beer & Wine Only,,Yes,,Yes,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
4Zx7Lw4U6F0sXrV4aiIyqQ,Majordōmo,American (New),$31-60,$31-60,,9,14,50,125,186,Yes,Full Bar,,No,,No,Yes,"Valet, Street",,No,Yes,Yes,No,,"Hipster, Casual, Trendy, Romantic, Classy, Upscale",Casual,Average,
1toW0p9uJQMEayWlUDz4WQ,Fleming’s Prime Steakhouse & Wine Bar,"Steakhouses,Wine Bars,Seafood",$31-60,$31-60,,0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,"Garage, Validated",,Yes,Yes,Yes,Free,,Classy,Dressy,Average,
kSdMKsIJ5P0qmTurkS9bfw,Wolfgang Puck Bar & Grill,"American (New),Bars",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Garage, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
LflKiZyF57UEm2CYcfJ2ww,Rock’N Fish,"Seafood,Gastropubs,American (New)",$11-30,$11-30,"
                                A
                            ",128,150,203,236,258,Yes,Full Bar,,No,,,Yes,"Valet, Garage, Private Lot, Validated",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
WQqFyF6FxTVRojoSN4Nljw,Jae Bu Do,"Korean,Seafood",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,No,Yes,Valet,,No,No,,No,,Casual,Casual,Loud,
Gv84tyU3vBvlHuHRVr8xmQ,Tom’s Urban - LA Live,"American (New),Sports Bars,Gastropubs",$11-30,$11-30,,471,308,277,290,588,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,Yes,Free,,Casual,Casual,Loud,
xLN_-pgHhbaM8uazk_Uv7A,Bäco Mercat,"Mediterranean,Sandwiches,African",$11-30,$11-30,"
                                A
                            ",86,124,323,822,1067,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,"Hipster, Trendy",,Average,
Cz5YxnhGIA_HcXCrUEMfEA,Curry House,"Seafood,Japanese Curry",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,"Garage, Validated",,Yes,Yes,,No,,Casual,Casual,Average,
4MNpF8yY9moFqUbpyzulIQ,Farid Restaurant,Persian/Iranian,$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,No,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
Kz8ZETLCLPNzzs9Tb4u1SQ,Colori Kitchen,Italian,$11-30,$11-30,"
                                A
                            ",73,87,185,518,618,Yes,No,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
8aDkzc7pF1sog5btfm2_Rg,The Exchange Restaurant,"Middle Eastern,Breakfast & Brunch,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,"Hipster, Casual, Trendy",Casual,Average,
y5wFsjar321jPRipgXHwlw,Little Dom’s,"Italian,Breakfast & Brunch,Sandwiches",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,,,Average,
OowWjnNFs-Lfw0Kfx8GmJw,Izakaya Fu-ga,"Bars,Izakaya",$11-30,$11-30,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Validated,,Yes,Yes,,,,Trendy,Casual,Average,
vwWTF9KhrL1l6LclQg8fxg,Clifton’s Republic,"Bars,Venues & Event Spaces",Moderate,Moderate,"
                                A
                            ",407,256,265,347,543,Yes,Full Bar,,,,No,No,"Valet, Garage, Street, Private Lot",,,Yes,Yes,Free,,,,Average,
OwoEStx-D5Dy5cGedkXrdQ,Blacksmiths,"American (New),Cocktail Bars",$31-60,$31-60,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Loud,
oFg8wIV5oKhGuivk2uxkYw,Nirvana Sports Bar & Grill,"Sports Bars,Karaoke",Inexpensive,Inexpensive,"
                                A
                            ",0,0,0,0,0,Yes,Full Bar,,,,,No,Street,,,No,,Free,,Casual,,Average,Karaoke
